group_id,title,url,visibility,members_k,members,desc,post,city,state_code,state_name,latitude,longitude
"223971894428914",Penny for your thoughts Malden MA,https://www.facebook.com/groups/223971894428914/,Private,1.3K,1300.0,"This page is for Maldonians and the neighboring cities to come and chat about or debate whatever is topical. While we don't all agree all the time. I ask that the debates not include name calling or threats. That said. you MUST have a thick skin and be willing to read ALL sides of a debate. If you are not open to reading all sides of a debate. or willing to have people disagree with you. this is not the group for you. We have a lot to learn from each other. so let's discuss! The opinions here are not necessarily the opinion of the administrator. Overall. I tend to stay out of the conversations. but I do read ALL posts. If I feel something is out of line. I take it to the poster first. If they do not cooperate. then I will at my discretion remove said content. and if necessary. remove the member. I hear everyone’s complaints or reported posts. and I address those complaints privately. Having said all this. you are a guest here. There are rules to follow. Civility can rule the day. So enjoy!",8 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"1654074898165143",BAZAR DE BOSTON E REGIAO EMPREGO E ALUGUEL DE CASAS ANUNCIE AQUI.,https://www.facebook.com/groups/1654074898165143/,Private,36K,36000.0,"O BAZAR DE BOSTON CLASSIFICADOS CRIADO COM O INTUITO DE OFERTAS DE EMPREGO E ALUGUEL DE CASAS EM GERAL.",31 recent anonymous posts,Malden,MA,Massachusetts,42.42911,-71.060507
"833774580005040",The Real Malden MA Yard Sale,https://www.facebook.com/groups/833774580005040/,Private,6.6K,6600.0,"Yard Sale Group For Malden And Surrounding Cities. If you don't answer ANY of the questions you'll be declined entry. Don't even bother to ask for approval.",9 recent anonymous posts,Malden,MA,Massachusetts,42.42911,-71.060507
"916491238397046",COMUNIDADE BRASILEIRA EM BOSTON MASS,https://www.facebook.com/groups/916491238397046/,Private,10K,10000.0,"ANUNCIE NESTA PAGINA GRATIS! PRECISA DE UMA DICA. INFORMACOES. COMPRA. VENDA. EMPREGO. AJUDANTE. ALUGUEL. ETC... OBJETIVO AQUI E AJUDAR O PROXIMO! TODOS SEJAM BEM-VINDOS",42 recent anonymous posts,Malden,MA,Massachusetts,42.42911,-71.060507
"803348226496073",Oportunidades De Trabalho Em Malden E QUARTOS PARA ALUGAR👈,https://www.facebook.com/groups/803348226496073/,Private,7.8K,7800.0,"O objetivo do grupo 'Oportunidades de Trabalho em boston Only Jobs' é de proporcionar aos membros uma forma de procura por trabalho e/ou divulgação de vagas de emprego . Quem tentar usufruir do grupo com ofertas de produtos. assuntos sobre política e religião deverá ser DENUNCIADO. e será EXCLUIDO do grupo.",8 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"291612527629735",BAZAR DO CARRO MASSACHUSETTS,https://www.facebook.com/groups/291612527629735/,Private,17K,17000.0,"Ola pessoal este GRUPO foi criado. para que a nossa comunidade possa ter oportunidades de fazer seus classificados gratis. Apenas para quem esta comprando ou vendendo Carros. ou algo que seja no setor automobilistico. como auto partes. detail. e outros.",19 recent anonymous posts,Malden,MA,Massachusetts,42.42911,-71.060507
"574666092720419",Boston Comunidad Hispana (Venta$ Compra$ Alquiler$ Donacion$ Informacion),https://www.facebook.com/groups/574666092720419/,Private,6.5K,6500.0,"Promocionar su negocio. Servicios y/o artículos disponibles para la venta. Será eliminado aquel que publique algún contenido irrespetuoso y/o Ofensivo. No publicar más de una vez por día. Gracias! !!!",10 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"43850042981",MVRCS Parents,https://www.facebook.com/groups/43850042981/,Private,1.1K,1100.0,"If you are the parent/guardian of a current student attending Mystic Valley Regional Charter School in Malden. join in to build a network with other parents. This is a great way to find others to carpool. set up playgroups or to find out more about what's happening in or out of school. This group is listed as Closed for our safety. but open to parents/guardians of current MVRCS students. This group is open to social suggestions of product/place recommendations that would be useful to the MV family or school child. value notices on goods useful to the MV family. public events particular to our interests. carpool help. etc! Mothers' helpers. babysitters. book buddies can post availability. If you have a service that you could offer to the community feel free to let us know! If you need specific information you should refer to your teacher. the school's website or administration as this group is not authorized by the school to conduct official business. Welcome if you're new. and have a great year at MV! THIS GROUP IS FOR OUR PERSONAL USE AND THE SCHOOL IS NOT LIABLE. FACEBOOK COMMENT AND POSTING POLICY You are encouraged to share your comments. ideas. and concerns. Please be aware of the following policies for the Mystic Valley Regional Charter School (MVRCS) Parents Facebook group: · MVRCS PARENTS will only post comments from users over 13 years of age that relate to topics on the specific group subject matter. · MVRCS PARENTS will delete comments that contain abusive. vulgar. offensive. threatening or harassing language. personal attacks of any kind. or offensive terms that target specific individuals or groups. · Gratuitous links to sites are viewed as spam and may result in the comment being removed. · Communications made via the Facebook group will in no way constitute a legal or official notice or comment to the MVRCS or any official or employee of MVRCS for any purpose. · The content of all comments is immediately released into the public domain. so do not submit anything you do not wish to be broadcast to the general public. · Do not post personally identifiable information such as test scores. social security numbers. addresses and telephone numbers. Comments containing this information will be removed from the Facebook group wall. · MVRCS PARENTS does not discriminate against any views. but reserves the right to remove posted comments that do not adhere to these standards. Parent volunteers manages this unofficial Facebook group as a portal for information from parent to parent. However. information posted here is not official policy of MVRCS and will in no way grant anyone any rights. privileges. or standing on any matter. All information should be verified through official channels at MVRCS. For contact information at MVRCS. please check the official school site at http://www.mvrcs.com.",1 recent anonymous post,Malden,MA,Massachusetts,42.42911,-71.060507
"brasileirosemmaldenma",Brasileiros em Malden/MA,https://www.facebook.com/groups/brasileirosemmaldenma/,Private,4.6K,4600.0,"Grupo criado para a troca de informacoes de trabalhos. servicos. produtos a venda ou doacao. Imoveis para alugar. etc... Conheca tambem nosso grupo no Whatsapp: https://chat.whatsapp.com/EXaL7WLljA12ubfLHw5KlB",5 recent anonymous posts,Malden,MA,Massachusetts,42.42911,-71.060507
"269196429930293",Malden MA yardsale,https://www.facebook.com/groups/269196429930293/,Private,11K,11000.0,"Facebook yardsale come one come all. Sit back and enjoy selling from ur own home. :)",NA,Malden,MA,Massachusetts,42.42911,-71.060507
"MaldenPublicSchoolFamilies",Malden Public School Families,https://www.facebook.com/groups/MaldenPublicSchoolFamilies/,Private,1.2K,1200.0,"Malden public school families is designed as a parent group that got its start working on transportation issues when school busing was discontinued in 2016 and grew to incorporate families in the Malden Public Schools for all reasons from preK to 12th grade. In addition to parents. we welcome teachers. school committee members. and others who love and support MPS to join provided they have a direct connection. We try not to be too strict but do ask that: 1 people act in a neighborly way - treat each other with kindness & respect even when we disagree. No yelling. swearing etc. 2 please do not advertise to sell personal products etc though groups offering programs for youth such as recreation programs are allowed. 3 if you invite someone to join. please let them know to answer both questions 4 posts be relevant to Malden public schools. our students etc. It is the mission of the MPSF community to be inclusive of all community members. regardless of race. ethnicity. age. gender. religion. sexual orientation. gender identity. gender expression. disability. economic status and other diverse backgrounds. Intolerance will not be tolerated.",2 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"bostontrabajos",TRABAJO Y OFERTAS EN MASSACHUSETTS,https://www.facebook.com/groups/bostontrabajos/,Private,9.6K,9600.0,"Publicida Effective",10 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"710140129174862",Buy Nothing Malden$ MA,https://www.facebook.com/groups/710140129174862/,Private,1.7K,1700.0,"To join us. click “Join Group” and answer the three membership questions. Contact local volunteer admin Isabel Delacruz. or Dina Hope with any questions about membership in this Buy Nothing community group. Buy Nothing. Give Freely. Share creatively. Follow us at https://www.facebook.com/BuyNothingProject/ We offer members a way to give and receive. share. lend. and express gratitude through a worldwide network of hyper-local gift economies in which the true wealth is the web of connections formed between people who are real-life neighbors. Post anything you'd like to give away. lend. or share in this Buy Nothing community group. Ask for anything you'd like to receive for free or borrow. Abide by the Community Agreement. Keep it legal. Buy Nothing Malden is for neighbors in Malden. MA. If you live here. we’d love to have you join us! You can join one group only. the group where you live so you can literally 'give where you live.' This is what builds community. In this group there is no buying or selling. no trades or bartering. no soliciting for cash. We're an adult-only. hyper-local gift economy. We are not a charity or community bulletin board. Please check for a message from an admin via Facebook messenger to clarify and confirm that you meet our membership criteria and to welcome you to the group. By joining this group. you agree to abide by our Mission and Rules. https://buynothingproject.org/the-fine-print-2/ Looking for an official group near you? Visit our Find A Group page for a list of all our hyper-local gift economies: https://buynothingproject.org/find-a-group/ Want to join the Buy Nothing Project network? Visit our Start A Group page to learn about how we set groups up: https://buynothingproject.org/start-a-group/ Have questions about how your group is run or need clarification about specific rules? Please read our Member Resources page: https://buynothingproject.org/member-resources/ Learn more about the Buy Nothing Project at http://buynothingproject.org/ This work is licensed under a Creative Commons License - Attribution-NonCommercial 4.0 International. https://creativecommons.org/licenses/by-nc/4.0/deed.en Global Standard BNProject rule set. no rules have been changed",10+ posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"1081802381834903",Malden MA Yard Sale Shopping Spree,https://www.facebook.com/groups/1081802381834903/,Private,1.1K,1100.0,"Yard sale items sell here. Malden Medford Melrose Everett Stoneham Wakefield Revere Happy Shopping!",10 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"852179608180312",Northshore Ma Online Yard Sale,https://www.facebook.com/groups/852179608180312/,Private,12K,12000.0,"This is designed as a place for Northshore residents to sell and buy products from other community members. This is not designed for local businesses. or other major businesses. Here. we hope that you can sell products that you no longer need/want. and can buy things that you do at a reduced price. No home rentals. No vehicles. No animals. No MLMs. COVID 19 Update: No accusing people of price gouging. If you think that is the case report it to an admin and let them take care of it.",10+ posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"massachusettsjobs",Massachusetts Jobs Hiring,https://www.facebook.com/groups/massachusettsjobs/,Private,10K,10000.0,"Massachusetts Jobs Network is a platform for employers and job seekers in Massachusetts to connect. Employers to add jobs while job seekers can search for jobs. APPLY TO Massachusetts JOBS NOW! Website: https://avacko.com POST Massachusetts JOBS FREE! Post Jobs for free at https://avacko.com LIKE OUR FACEBOOK PAGE! Like our Facebook Page: https://www.facebook.com/avacko If you are Hiring anywhere in Massachusetts Right Now. or know someone/company that is hiring. please share this on this wall and post for free on our website. If you are searching for a job. post on this wall and on the website and let recruiters/companies know. We provide Massachusetts job vacancies for part time. full time and contract workers. Job seekers can apply for positions only through our website. Find Your Massachusetts dream job by connecting with various employers hiring near where you live. Seach jobs in Boston. Brockton. Cambridge. Fall River. Lowell. New Bedford. Quincy. Springfield. Worcester and other cities in Massachusetts. RULES FOR GROUP POSTING Massachusetts Recruiters. Massachusetts HR departments. Massachusetts Job Seekers. etc. are all welcome. Post anything you want if it has to do with Massachusetts jobs! Visit our job website on https://avacko.com and post jobs and resumes FREE for maximum exposure ~No Direct Sales/multi-level marketing posts It will be deleted and you may be removed from the group! ~No “Private Message Me” posts…all posts must have the information there for all to see. This is for your safety. It will be deleted. and you may be removed from the group! ~No cursing or sexual. rude. crude or negative behavior- it will be deleted. and you may be deleted from the group! ~Off-topic posts may be deleted. Please keep the topic to job search and employment posts. #bostonjobs #brocktonjobs #cambridgejobs #fallriverjobs #lowelljobs #newbedfordjobs #quincyjobs #springfieldjobs #worcesterjobs",6 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"95136190212",Venezolanos en Boston,https://www.facebook.com/groups/95136190212/,Private,1.5K,1500.0,"Un espacio para el gran contingente Venezolano en la ciudad de Boston. Para compartir nuestras experiencias y organizar una que otra rumbita",NA,Malden,MA,Massachusetts,42.42911,-71.060507
"266055157478352",Local Child Caregivers of Massachusetts,https://www.facebook.com/groups/266055157478352/,Private,5.8K,5800.0,"This page was created as a space for caregivers (whether you are a nanny. au pair. babysitter. mom or dad. foster parent. extended family member or early childhood educator) to come together to find jobs/caregivers. plan play dates. share ideas and crafts along with getting to know one another. If you run a business and would like to publicize it please keep it child-friendly and keep it to one advertisement per month. Please message an admin if something or someone on this page makes you feel uncomfortable or uncertain. We're always here to help. When it comes to looking for a job OR looking for a nanny/sitter please: Describe who you are and what you are looking for Include a bio about yourself/the child Your experience with children (if you are looking for a job) What you may expect from a nanny or sitter (ex. must have own car. non-smoker. fine with pets) Overall. let's make this a welcoming and fun place where people feel comfortable sharing and contributing to conversations. finding local children's events. finding jobs or a caregiver and making friends. -Emily & Nancy",2 posts a day,Malden,MA,Massachusetts,42.42911,-71.060507
"2136822906546280",MASS Latinos EMPLEO,https://www.facebook.com/groups/2136822906546280/,Private,2.9K,2900.0,"Grupo solo para promocionar oferta y demanda de empleo! No se permiten otro tipo de publicaciones! Estricto control de publicaciones! Gracias",NA,Malden,MA,Massachusetts,42.42911,-71.060507
"148251495858265",Manchester the What When Where How?,https://www.facebook.com/groups/148251495858265/,Private,5.3K,5300.0,"A place to talk about anything Manchester. Feel free to voice your opinion or tell us about an event etc. Disclaimer : This is a group. it is set up to be a group for the people connected to the town of Manchester or MBTS ( residents employees etc ) it is in no way directly connected to the ' Town of Manchester By The Sea Massachusetts' it is also not directly connected to any of the Town of Manchester By The Sea's official boards. committees. or departments. although the people of those boards. committees. and departments are welcome here as individuals.",9 posts a day,Manchester,MA,Massachusetts,42.57963,-70.767434
"2102739359966662",Positively Mansfield$ MA,https://www.facebook.com/groups/2102739359966662/,Private,3.3K,3300.0,"This page is exclusively for Mansfield residents. former residents. or those with strong ties to the Mansfield Community. Please feel free to post any fun. informative and related posts about our town. Most importantly. please remember to be kind and supportive to all the members here. We will not tolerate any negativity or any disrespectful comments to any of the contributing members. We all have complaints. some are valid but...this page is not meant for any complaints about the DPW. stores. encounters with residents. etc. at all! Small business owners: If you own a small business and would like to post your business please feel free; however we ask that you post only once or twice a month. If someone asks about a particular service. please feel free to comment on their post your business if it applies to their inquiry. If your small business has a sale. event. special. etc. please feel free to post as applicable. once for the event. Keep it fun. and enjoy the page.",5 posts a day,Mansfield,MA,Massachusetts,42.021238,-71.217775
"EverythingMansfield",Everything Mansfield$ MA,https://www.facebook.com/groups/EverythingMansfield/,Private,18K,18000.0,"Here in Everything Mansfield our group purpose is to share information and discuss what is going on in and around the Mansfield area. We are happy to have our Everything Mansfield MA community page growing daily so please feel free to invite your friends. family. and neighbors from the Mansfield area. We ask that everyone follow the rules that our administrators have posted on the About tab (https://www.facebook.com/groups/EverythingMansfield/about/). TO JOIN: we ask you answer the group questions we've chosen. If you don't answer. or if administrators see you have a blank profile or no connection our area then we may deny your request to join. We ask that if anyone has any questions. comments or concerns please feel free to contact one of the administrators.",10+ posts a day,Mansfield,MA,Massachusetts,42.021238,-71.217775
"959679030731625",Mansfield Mass (Past$Present and Future),https://www.facebook.com/groups/959679030731625/,Private,1.5K,1500.0,"Past.Present and Future of Mansfield is discussed. Past residents and current residents and those that work here may join! A peaceful Mansfield group",NA,Mansfield,MA,Massachusetts,42.021238,-71.217775
"2750488421939987",Everything About Mansfield$ MA,https://www.facebook.com/groups/2750488421939987/,Private,1.7K,1700.0,"Here to help residents of Mansfield. MA There is zero tolerance for hate speech. bullying. and/or any type of harassment. Immediately banned. Our goal is to be a better community for ALL of our residents.",2 posts a day,Mansfield,MA,Massachusetts,42.021238,-71.217775
"2107010296290892",Gifting in Mansfield MA,https://www.facebook.com/groups/2107010296290892/,Private,2.6K,2600.0,"This is a group for the entire town to gift and request items they either don’t need or are looking for. No money is to be exchanged and no services are to be advertised unless you are giving them. The mission of this group is to continue the goals of the Buy Nothing page without dividing the town. If you post to both. please indicate this in your post. Welcome!",10 posts a day,Mansfield,MA,Massachusetts,42.021238,-71.217775
"311189403011722",TalkMansfield,https://www.facebook.com/groups/311189403011722/,Private,1K,1000.0,"Talk about Mansfield. Massachusetts. national news. and everything else that you may find of interest. The rules are your own.",3 posts a day,Mansfield,MA,Massachusetts,42.021238,-71.217775
"1281488472338228",All About Mansfield MA,https://www.facebook.com/groups/1281488472338228/,Private,2.2K,2200.0,"Welcome to a group that's all about our little town of Mansfield. MA!",2 posts a day,Mansfield,MA,Massachusetts,42.021238,-71.217775
"1576609795795082",Buy Nothing Mansfield (East)$ MA,https://www.facebook.com/groups/1576609795795082/,Private,2.2K,2200.0,"To join us. click “Join Group” and answer the three membership questions. Contact local volunteer admin Dee Mo or Erika Kleinjan Miao with any questions about membership in this Buy Nothing community group. Buy Nothing. Give Freely. Share creatively. Follow us at https://www.facebook.com/BuyNothingProject/ We offer members a way to give and receive. share. lend. and express gratitude through a worldwide network of micro-local gift economies in which the true wealth is the web of connections formed between people who are real-life neighbors. Post anything you'd like to give away. lend. or share in this Buy Nothing community group. Ask for anything you'd like to receive for free or borrow. Keep it legal. Keep it civil. Buy Nothing Mansfield (East). MA is for neighbors residing in Mansfield who live east of Rte 140. If you live here. we’d love to have you join us! You can join one group only. the group where you live. so you can literally 'give where you live.' This is what builds community. In this group there is no buying or selling. no trades or bartering. no soliciting for cash. We're an adult-only. hyper-local gift economy. We are not a charity or community bulletin board. Please check for a message from an admin via Facebook messenger to clarify and confirm that you meet our membership criteria and to welcome you to the group. By joining this group. you agree to abide by our Mission and Rules. https://buynothingproject.org/the-fine-print-2/ Looking for an official group near you? Visit our Find A Group page for a list of all our hyper-local gift economies: http://buynothingproject.org/find-a-group/ Want to join the Buy Nothing Project network? Visit our Start A Group page to learn about how we set groups up: http://buynothingproject.org/start-a-group/ Learn more about the Buy Nothing Project at http://buynothingproject.org/ Have a concern about this group? Are you having trouble finding or being added to your local Buy Nothing group? We want to hear from you! Contact us here: https://tinyurl.com/member-relations This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License. https://creativecommons.org/licenses/by-nc/4.0/ Non-derivative (standard BNProject rule set. no rules have been changed)",10 posts a day,Mansfield,MA,Massachusetts,42.021238,-71.217775
"250991911922100",Mansfield MA Moms,https://www.facebook.com/groups/250991911922100/,Private,2.9K,2900.0,"If you are a new mom or a veteran. new to the area or been here all your life. this is the place to connect with other Mansfield moms. We are here to share. ask questions/opinions. or talk shop on all things MOM! (Aka school. kid. community. sports. activities. social. and family related topics!)",15 recent anonymous posts,Mansfield,MA,Massachusetts,42.021238,-71.217775
"1818816391486731",Mansfield MA Moms Childcare Network,https://www.facebook.com/groups/1818816391486731/,Private,2K,2000.0,"Welcome to Mansfield. MA moms childcare network! This group is for all parents of Mansfield. MA and surrounding towns to find childcare for whatever their needs may be. As needed baby sitters. nannies. mothers helpers etc are all welcomed in the group!",1 recent anonymous post,Mansfield,MA,Massachusetts,42.021238,-71.217775
"1460393200884334",Mansfield/Foxboro Regional yard sale and bulletin board,https://www.facebook.com/groups/1460393200884334/,Private,7.3K,7300.0,"Online community yard sale and bulletin board No real-estate listing's please. Small local business posts are allowed. If you spam the group you will be removed and blocked without warning. If you need to move your post to the top Comment 'bump'. If you post a link that takes you to another site POST a picture of what you are selling or you will be deleted Thank you..",NA,Mansfield,MA,Massachusetts,42.021238,-71.217775
"marblehead",Marblehead Historic Images,https://www.facebook.com/groups/marblehead/,Private,6.2K,6200.0,"This group was originally started. October 11. 2008. as a place to share my old photos of Marblehead. In 2011. I moved the photos to a page: Marblehead Images https://www.facebook.com/Marbleheadimages and planned on closing this group. The group continued to grow so it remained active and was a good place for others to share old Marblehead photos. stories or information. I continue to add old photos to the Page but usually share the post in this group too (groups seem to get better exposure than Pages on Facebook). I haven’t posted any rules but it is obvious the intent of this group is to share Marblehead history. without drama (with the occasional exception of “old town” vs “downtown” or the definitions of a “Header”!). Enjoy the group.",NA,Marblehead,MA,Massachusetts,42.498431,-70.865291
"anythingmarblehead01945",Anything Marblehead 01945,https://www.facebook.com/groups/anythingmarblehead01945/,Private,9.2K,9200.0,"Here are the rules... - Don't block the admins. - Do not. under any circumstances. post or even discuss a members family. children. address. or place of work. - Don’t post about your air duct cleaning services. you will be removed and blocked from the group - We are adults. try to act like it. People are allowed to have their opinions. You don't have to agree. You don't have to like it. You don't have to like them. You can also just roll your eyes. make a face at the screen. and keep scrolling. As all comments are those made by members themselves. the page is not responsible for the actions. thoughts. or opinions of any single individual or group on this page. If you have an issue with someone. take it up with them directly via PM. This is a private. not public Facebook page. As such. content on this page is not to be reproduced or published without the explicit written permission of the original writer. Thank you. Admins",10 posts a day,Marblehead,MA,Massachusetts,42.498431,-70.865291
"53725003887",Marblehead There$ Gone & Remembered,https://www.facebook.com/groups/53725003887/,Private,3.5K,3500.0,"For the sake of nostalgia (and of course. history!) I decided to start a group to remember all the places (restaurants/stores) that used to be in Marblehead. that are no longer. This seems to be very much a generational thing I realized. after talking to my step-brother. Of course all comments are welcome and will be added to the list. accordingly. But for obvious reason my HS friend's will remember most places from the 70s and 80s. And if any of the details seem off or wrong please let me know. as memory is wonky!",NA,Marblehead,MA,Massachusetts,42.498431,-70.865291
"1671817193036793",Essex County Yard Sale,https://www.facebook.com/groups/1671817193036793/,Private,4.9K,4900.0,"Sell your unwanted items",10+ posts a day,Marblehead,MA,Massachusetts,42.498431,-70.865291
"marbleheadswampscotteats",Marblehead Swampscott Eats,https://www.facebook.com/groups/marbleheadswampscotteats/,Private,3.3K,3300.0,"Your one stop entertainment destination for honest restaurant reviews. find local live music and so much more in the Marblehead and Swampscott immediate area. Keep it civil to remain a member. Please keep your post food/drink related. Anything else just message an admin first for pre-approval. Enjoy!",NA,Marblehead,MA,Massachusetts,42.498431,-70.865291
"1063883200456033",Marblehead Commons,https://www.facebook.com/groups/1063883200456033/,Private,2K,2000.0,"This is a community-building group for the town of Marblehead. MA. Members are welcome to join in conversations about our community. share information about local events and organizations. and occasionally post about local businesses. We strive to be inclusive. kind. and anti-racist in our approach. Hate speech and cruelty will not be tolerated. GUIDELINES: 1. Marblehead is a small community. Please treat conversations in this forum like you would treat conversations in a friend’s home. with a measure of mutual respect and civility. 2. Inclusivity matters here. and offensive posts and comments will be removed from the page. Those who incite hate towards individuals or groups on the basis of race. ethnicity. religion. sex. and/or gender identity. will be asked to leave. 3. This is not a buy/sell/trade/gifting page. Please make such posts in Marblehead Garage. Marblehead MA Online Garage Sale. and/or Buy Nothing Marblehead. MA. 4. You are welcome to post about parenting and school-related matters here. but for feedback from current parents of younger children. you might find MMLO (formerly Marblehead Mums and Little Ones). Marblehead Parents of School Children. and/or Alt Marblehead Schools to be helpful.",NA,Marblehead,MA,Massachusetts,42.498431,-70.865291
"1629896887277564",Buy Nothing Marblehead$ MA,https://www.facebook.com/groups/1629896887277564/,Private,4.4K,4400.0,"To join us. click “Join Group” and answer the three membership questions. Buy Nothing. Give Freely. Share creatively. Follow us at https://www.facebook.com/BuyNothingProject/ We offer members a way to give and receive. share. lend. and express gratitude through a worldwide network of micro-local gift economies in which the true wealth is the web of connections formed between people who are real-life neighbors. Post anything you'd like to give away. lend. or share in this Buy Nothing community group. Ask for anything you'd like to receive for free or borrow. Keep it legal. Keep it civil. Buy Nothing Marblehead is for neighbors in Marblehead. MA. If you live here. we’d love to have you join us! You can join one group only. the group where you live. so you can literally 'give where you live.' This is what builds community. In this group there is no buying or selling. no trades or bartering. no soliciting for cash. We're an adult-only. hyper-local gift economy. We are not a charity or community bulletin board. Please check for a message from an admin via Facebook messenger to clarify and confirm that you meet our membership criteria and to welcome you to the group. By joining this group. you agree to abide by our Mission and Rules. https://buynothingproject.org/the-fine-print-2/ Looking for an official group near you? Visit our Find A Group page for a list of all our hyper-local gift economies: http://buynothingproject.org/find-a-group/ Want to join the Buy Nothing Project network? Visit our Start A Group page to learn about how we set groups up: http://buynothingproject.org/start-a-group/ Learn more about the Buy Nothing Project at http://buynothingproject.org/ Have a concern about this group? Are you having trouble finding or being added to your local Buy Nothing group? We want to hear from you! Contact us here: https://tinyurl.com/member-relations This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License. https://creativecommons.org/licenses/by-nc/4.0/ Non-derivative (standard BNProject rule set. no rules have been changed)",10+ posts a day,Marblehead,MA,Massachusetts,42.498431,-70.865291
"284679646240574",Everything Marblehead 01945,https://www.facebook.com/groups/284679646240574/,Private,3.1K,3100.0,"We chose to create a new space for 'Headers. A page that represents the American values of truth. liberty. freedom. and self-expression. A page that values the opinions of the citizens and folks whose heritage lies in marblehead. and who wish to shape a fair. honest future. Politics are welcome. hate speech is not. Healthy. good-faith discourse is encouraged. RESPECT IS MANDATORY. Act like a jerk. you get ejected. Feel free to pm me and cry about it.",3 posts a day,Marblehead,MA,Massachusetts,42.498431,-70.865291
"marbleheadgarage",Marblehead Garage,https://www.facebook.com/groups/marbleheadgarage/,Private,6.5K,6500.0,"Welcome to the Marblehead Garage! We are one of 3 interconnected groups. along with Marblehead Closet (clothing and accessories) and Marblehead Children's Closet (all kids' things). Marblehead Garage is a place for Marblehead RESIDENTS (age 18+. **with location of Marblehead publicly visible in profile** - join requests with no publicly visible location will be declined.). to buy and sell gently used household and miscellaneous (non-clothing. non-children's) items *owned by the seller*. Member profiles must be at least 6 months old. Though there are multiple north shore yard sale pages on Facebook. this page differs in that the swap location is (with a few exceptions) always in Marblehead to keep things very local and neighbor-to-neighbor. This page is intended to be a local resource for Marblehead residents to buy/sell quality. good condition items; To keep things out of landfills. and to be a good source of buying and selling between neighbors; To be a community resource. Good communication and respect are expected of all members. Happy buying and selling!",10+ posts a day,Marblehead,MA,Massachusetts,42.498431,-70.865291
"1511746085783755",Marblehead Child Care Connection,https://www.facebook.com/groups/1511746085783755/,Private,5.1K,5100.0,"This group serves as a space for child care seekers and child care providers to meet. Looking for a full time nanny position? Or just an occasional babysitting gig? New to the area and looking for recommendations on daycare? Need last minute child care? This is the space for you. Finding child care is not a fun task. hopefully this will make it a little easier! Please note that none of the child care providers have been vetted by the administrators of this site. It is the responsibility of those seeking child care to check references and perform background checks. Likewise. the child care seekers have not been vetted and it is up to the child care providers to check references. This is simply meant to be an open forum to connect the two groups.",4 posts a day,Marblehead,MA,Massachusetts,42.498431,-70.865291
"mumsandlittleones",MMLO,https://www.facebook.com/groups/mumsandlittleones/,Private,2.4K,2400.0,"Welcome to the MMLO! We encourage everyone to use this forum to discuss local Marblehead events. to ask questions and share information about local and online resources. and to find new ways to connect with other families in Marblehead. Participation in this group is voluntary and by joining this group you are agreeing to the official community guidelines found in our “group files”: https://www.facebook.com/notes/marblehead-mums-and-little-ones/mmalo-full-group-description-and-guidelines/937067346322707/ Please understand the admins of this page are fellow parents/caregivers and members of the community. We volunteer our time and are not paid for our services. We do our best to act as champions of this “community” as a whole and to represent and moderate the content of the page according to the wishes of our 1500+ group members in a fair. democratic. and compassionate way. That said. the page admins still reserve the right to (without question/discussion) delete comments/posts/members that are deemed inappropriate. rude. hateful. slanderous or do not follow the community guidelines. As admins. our priorities are to… 1) Be a forum for “the village”: Maintain sense of community and be a valuable source of local knowledge and support for families in and around Marblehead 2) Be inclusive: Help promote and facilitate free/low cost/accessible family friendly activities in and around the Marblehead area 3) Keep it local: Support and promote the use of local resources. especially local charities/nonprofits and our in-town brick and mortar businesses (see NOTE below) As members. we ask everyone to please: * Keep posts. comments and recommendations family/parenting/community related and local to Marblehead and the North Shore (to keep the site Marblehead-centric) * Be respectful. supportive. accommodating. and inclusive (aka “Tone”) – there is plenty of negativity out there in the world and on Facebook. while we know some people have bad days and experiences let’s focus on how we can turn it around or make our community better * Refrain from political. slanderous. “trolling”. or malicious posts/comments (we have zero tolerance. it will just be deleted/reported) * Respect the safety and privacy of our members and neighbors. etc. (do not share private addresses or other personal information or photos without permission) * Refrain from using this group for the purpose of promoting a business/service you are affiliated with or for personal financial gain (see NOTE below). HOWEVER. please feel free share posts. events. and volunteer opportunities for local charities. nonprofits or families in need NOTE: If you are associated with a local business or interested in promoting a locally based service. activity or event please see our full guidelines about posting ads. events. and promotions. When in doubt please message the admins :) We're so excited you have joined us. See you around town! ~The admin team",2 recent anonymous posts,Marblehead,MA,Massachusetts,42.498431,-70.865291
